2023-10-11 15:29:35.099 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2023-10-11 15:29:37.550 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-10-11 15:29:37.611 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2023-10-11 15:29:38.019 [main] DEBUG o.s.s.a.p.PrePostAnnotationSecurityMetadataSource - @org.springframework.security.access.prepost.PreAuthorize("hasRole(\'ROLE_ADMIN\')") found on specific method: public org.springframework.http.ResponseEntity com.project.shopapp.controllers.OrderController.getOrdersByKeyword(java.lang.String,int,int)
2023-10-11 15:29:38.027 [main] DEBUG o.s.s.a.m.DelegatingMethodSecurityMetadataSource - Caching method [CacheKey[com.project.shopapp.controllers.OrderController; public org.springframework.http.ResponseEntity com.project.shopapp.controllers.OrderController.getOrdersByKeyword(java.lang.String,int,int)]] with attributes [[authorize: 'hasRole('ROLE_ADMIN')', filter: 'null', filterTarget: 'null']]
2023-10-11 15:29:38.267 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@3c2e7a83, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@40c7cea8, org.springframework.security.web.context.SecurityContextHolderFilter@7ec02149, org.springframework.security.web.header.HeaderWriterFilter@58a2c6a, org.springframework.web.filter.CorsFilter@41a56594, org.springframework.security.web.authentication.logout.LogoutFilter@3387d45e, com.project.shopapp.filters.JwtTokenFilter@7a7bb083, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@70903e7b, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3e9f3d0f, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4b1a7b39, org.springframework.security.web.access.ExceptionTranslationFilter@7fc2e0b7, org.springframework.security.web.access.intercept.AuthorizationFilter@77070012]
2023-10-11 15:29:38.274 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - 

********************************************************************
**********        Security debugging is enabled.       *************
**********    This may include sensitive information.  *************
**********      Do not use in a production system!     *************
********************************************************************


2023-10-11 15:29:38.399 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2023-10-11 15:29:38.412 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8088 (http) with context path ''
2023-10-11 15:29:38.419 [main] INFO  c.project.shopapp.ShopappApplication - Started ShopappApplication in 3.528 seconds (process running for 3.963)
2023-10-11 15:31:30.289 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2023-10-11 15:31:30.296 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2023-10-11 15:31:30.301 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2023-10-11 15:31:36.589 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.project.shopapp.ShopappApplicationTests]: ShopappApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2023-10-11 15:31:36.638 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.project.shopapp.ShopappApplication for test class com.project.shopapp.ShopappApplicationTests
2023-10-11 15:31:36.825 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2023-10-11 15:31:36.837 [main] INFO  c.p.shopapp.ShopappApplicationTests - Starting ShopappApplicationTests using Java 21 with PID 10630 (started by hoangnd in /Users/hoangnd/Documents/code/udemy/ShopApp/shopapp-backend/shopapp)
2023-10-11 15:31:36.838 [main] INFO  c.p.shopapp.ShopappApplicationTests - No active profile set, falling back to 1 default profile: "default"
2023-10-11 15:31:37.191 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-10-11 15:31:37.224 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 29 ms. Found 7 JPA repository interfaces.
2023-10-11 15:31:37.511 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2023-10-11 15:31:37.537 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.2.6.Final
2023-10-11 15:31:37.538 [main] INFO  org.hibernate.cfg.Environment - HHH000406: Using bytecode reflection optimizer
2023-10-11 15:31:37.609 [main] INFO  o.h.b.i.BytecodeProviderInitiator - HHH000021: Bytecode provider name : bytebuddy
2023-10-11 15:31:37.673 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2023-10-11 15:31:37.683 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2023-10-11 15:31:37.787 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@542c65d9
2023-10-11 15:31:37.788 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2023-10-11 15:31:37.966 [main] INFO  o.h.b.i.BytecodeProviderInitiator - HHH000021: Bytecode provider name : bytebuddy
2023-10-11 15:31:38.348 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2023-10-11 15:31:38.350 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-10-11 15:31:38.361 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-10-11 15:31:38.597 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2023-10-11 15:31:39.076 [main] DEBUG o.s.s.a.p.PrePostAnnotationSecurityMetadataSource - @org.springframework.security.access.prepost.PreAuthorize("hasRole(\'ROLE_ADMIN\')") found on specific method: public org.springframework.http.ResponseEntity com.project.shopapp.controllers.OrderController.getOrdersByKeyword(java.lang.String,int,int)
2023-10-11 15:31:39.086 [main] DEBUG o.s.s.a.m.DelegatingMethodSecurityMetadataSource - Caching method [CacheKey[com.project.shopapp.controllers.OrderController; public org.springframework.http.ResponseEntity com.project.shopapp.controllers.OrderController.getOrdersByKeyword(java.lang.String,int,int)]] with attributes [[authorize: 'hasRole('ROLE_ADMIN')', filter: 'null', filterTarget: 'null']]
2023-10-11 15:31:39.223 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@30ee1a38, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@251e00a0, org.springframework.security.web.context.SecurityContextHolderFilter@8611b3f, org.springframework.security.web.header.HeaderWriterFilter@d015dba, org.springframework.web.filter.CorsFilter@462f1d85, org.springframework.security.web.authentication.logout.LogoutFilter@681f5a1e, com.project.shopapp.filters.JwtTokenFilter@fd5c7f6, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@677480c8, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5a1f4fa4, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@40c31127, org.springframework.security.web.access.ExceptionTranslationFilter@3b0305dd, org.springframework.security.web.access.intercept.AuthorizationFilter@23216e17]
2023-10-11 15:31:39.227 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - 

********************************************************************
**********        Security debugging is enabled.       *************
**********    This may include sensitive information.  *************
**********      Do not use in a production system!     *************
********************************************************************


2023-10-11 15:31:39.427 [main] INFO  c.p.shopapp.ShopappApplicationTests - Started ShopappApplicationTests in 2.717 seconds (process running for 3.235)
2023-10-11 15:31:39.805 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2023-10-11 15:31:39.806 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2023-10-11 15:31:39.810 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2023-10-11 16:05:25.165 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2023-10-11 16:05:25.200 [main] INFO  c.project.shopapp.ShopappApplication - Starting ShopappApplication v0.0.1-SNAPSHOT using Java 17.0.8.1 with PID 13372 (/Users/hoangnd/Documents/code/udemy/ShopApp/shopapp-backend/shopapp/target/shopapp-0.0.1-SNAPSHOT.jar started by hoangnd in /Users/hoangnd/Documents/code/udemy/ShopApp/shopapp-backend/shopapp)
2023-10-11 16:05:25.200 [main] INFO  c.project.shopapp.ShopappApplication - No active profile set, falling back to 1 default profile: "default"
2023-10-11 16:05:25.618 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-10-11 16:05:25.661 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 39 ms. Found 7 JPA repository interfaces.
2023-10-11 16:05:26.015 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8088 (http)
2023-10-11 16:05:26.021 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2023-10-11 16:05:26.022 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2023-10-11 16:05:26.023 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.11]
2023-10-11 16:05:26.071 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-10-11 16:05:26.072 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 846 ms
2023-10-11 16:05:26.160 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2023-10-11 16:05:26.195 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.2.6.Final
2023-10-11 16:05:26.197 [main] INFO  org.hibernate.cfg.Environment - HHH000406: Using bytecode reflection optimizer
2023-10-11 16:05:26.287 [main] INFO  o.h.b.i.BytecodeProviderInitiator - HHH000021: Bytecode provider name : bytebuddy
2023-10-11 16:05:26.356 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2023-10-11 16:05:26.365 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2023-10-11 16:05:26.503 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@2e52fb3e
2023-10-11 16:05:26.504 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2023-10-11 16:05:26.677 [main] INFO  o.h.b.i.BytecodeProviderInitiator - HHH000021: Bytecode provider name : bytebuddy
2023-10-11 16:05:27.100 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2023-10-11 16:05:27.102 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-10-11 16:05:27.311 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-10-11 16:05:27.348 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2023-10-11 16:05:27.689 [main] DEBUG o.s.s.a.p.PrePostAnnotationSecurityMetadataSource - @org.springframework.security.access.prepost.PreAuthorize("hasRole(\'ROLE_ADMIN\')") found on specific method: public org.springframework.http.ResponseEntity com.project.shopapp.controllers.OrderController.getOrdersByKeyword(java.lang.String,int,int)
2023-10-11 16:05:27.704 [main] DEBUG o.s.s.a.m.DelegatingMethodSecurityMetadataSource - Caching method [CacheKey[com.project.shopapp.controllers.OrderController; public org.springframework.http.ResponseEntity com.project.shopapp.controllers.OrderController.getOrdersByKeyword(java.lang.String,int,int)]] with attributes [[authorize: 'hasRole('ROLE_ADMIN')', filter: 'null', filterTarget: 'null']]
2023-10-11 16:05:27.918 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@5516ee5, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6765b6a2, org.springframework.security.web.context.SecurityContextHolderFilter@61ca5134, org.springframework.security.web.header.HeaderWriterFilter@b5311cb, org.springframework.web.filter.CorsFilter@75c589f2, org.springframework.security.web.authentication.logout.LogoutFilter@2b4954a4, com.project.shopapp.filters.JwtTokenFilter@1943c1f2, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@8636cf4, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7c9512c6, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6db04a6, org.springframework.security.web.access.ExceptionTranslationFilter@5a9baba8, org.springframework.security.web.access.intercept.AuthorizationFilter@ebff59d]
2023-10-11 16:05:27.923 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - 

********************************************************************
**********        Security debugging is enabled.       *************
**********    This may include sensitive information.  *************
**********      Do not use in a production system!     *************
********************************************************************


2023-10-11 16:05:28.042 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2023-10-11 16:05:28.057 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8088 (http) with context path ''
2023-10-11 16:05:28.070 [main] INFO  c.project.shopapp.ShopappApplication - Started ShopappApplication in 3.092 seconds (process running for 3.512)
2023-10-11 16:05:31.163 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2023-10-11 16:05:31.166 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2023-10-11 16:05:31.174 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2023-10-23 09:33:51.030 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2023-10-23 09:33:51.048 [main] INFO  c.project.shopapp.ShopappApplication - Starting ShopappApplication using Java 17.0.8.1 with PID 3826 (/Users/hoangnd/Documents/code/udemy/ShopApp/shopapp-backend/target/classes started by hoangnd in /Users/hoangnd/Documents/code/udemy/ShopApp/shopapp-backend)
2023-10-23 09:33:51.048 [main] INFO  c.project.shopapp.ShopappApplication - No active profile set, falling back to 1 default profile: "default"
2023-10-23 09:33:51.441 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-10-23 09:33:51.477 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 32 ms. Found 7 JPA repository interfaces.
2023-10-23 09:33:51.809 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8088 (http)
2023-10-23 09:33:51.813 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2023-10-23 09:33:51.814 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2023-10-23 09:33:51.814 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.11]
2023-10-23 09:33:51.860 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-10-23 09:33:51.861 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 792 ms
2023-10-23 09:33:51.936 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2023-10-23 09:33:51.967 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.2.6.Final
2023-10-23 09:33:51.968 [main] INFO  org.hibernate.cfg.Environment - HHH000406: Using bytecode reflection optimizer
2023-10-23 09:33:52.060 [main] INFO  o.h.b.i.BytecodeProviderInitiator - HHH000021: Bytecode provider name : bytebuddy
2023-10-23 09:33:52.124 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2023-10-23 09:33:52.133 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2023-10-23 09:33:52.291 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@6ea66c33
2023-10-23 09:33:52.292 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2023-10-23 09:33:52.572 [main] INFO  o.h.b.i.BytecodeProviderInitiator - HHH000021: Bytecode provider name : bytebuddy
2023-10-23 09:33:52.986 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2023-10-23 09:33:52.987 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-10-23 09:33:53.158 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-10-23 09:33:53.222 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2023-10-23 09:33:53.528 [main] DEBUG o.s.s.a.p.PrePostAnnotationSecurityMetadataSource - @org.springframework.security.access.prepost.PreAuthorize("hasRole(\'ROLE_ADMIN\')") found on specific method: public org.springframework.http.ResponseEntity com.project.shopapp.controllers.OrderController.getOrdersByKeyword(java.lang.String,int,int)
2023-10-23 09:33:53.536 [main] DEBUG o.s.s.a.m.DelegatingMethodSecurityMetadataSource - Caching method [CacheKey[com.project.shopapp.controllers.OrderController; public org.springframework.http.ResponseEntity com.project.shopapp.controllers.OrderController.getOrdersByKeyword(java.lang.String,int,int)]] with attributes [[authorize: 'hasRole('ROLE_ADMIN')', filter: 'null', filterTarget: 'null']]
2023-10-23 09:33:53.676 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@3aef4650, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@25eadfe6, org.springframework.security.web.context.SecurityContextHolderFilter@4d4ae76, org.springframework.security.web.header.HeaderWriterFilter@411db18d, org.springframework.web.filter.CorsFilter@3ac23fe7, org.springframework.security.web.authentication.logout.LogoutFilter@2919976e, com.project.shopapp.filters.JwtTokenFilter@2b5ca574, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@70798698, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5d4f35cb, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1a8b10dd, org.springframework.security.web.access.ExceptionTranslationFilter@2927d781, org.springframework.security.web.access.intercept.AuthorizationFilter@21df2968]
2023-10-23 09:33:53.679 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - 

********************************************************************
**********        Security debugging is enabled.       *************
**********    This may include sensitive information.  *************
**********      Do not use in a production system!     *************
********************************************************************


2023-10-23 09:33:53.786 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2023-10-23 09:33:53.798 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8088 (http) with context path ''
2023-10-23 09:33:53.804 [main] INFO  c.project.shopapp.ShopappApplication - Started ShopappApplication in 2.967 seconds (process running for 3.397)
2023-10-23 09:35:31.676 [http-nio-8088-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-10-23 09:35:31.678 [http-nio-8088-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-10-23 09:35:31.686 [http-nio-8088-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 8 ms
2023-10-23 09:35:31.697 [http-nio-8088-exec-2] INFO  Spring Security Debugger - 

************************************************************

Request received for OPTIONS '/api/v1/categories?page=1&limit=100':

org.apache.catalina.connector.RequestFacade@16b40194

servletPath:/api/v1/categories
pathInfo:null
headers: 
host: localhost:8088
connection: keep-alive
accept: */*
access-control-request-method: GET
access-control-request-headers: authorization
origin: http://localhost:4300
user-agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36
sec-fetch-mode: cors
sec-fetch-site: same-site
sec-fetch-dest: empty
referer: http://localhost:4300/
accept-encoding: gzip, deflate, br
accept-language: en-US,en;q=0.9,vi-VN;q=0.8,vi;q=0.7,ru;q=0.6,lv;q=0.5


Security filter chain: [
  DisableEncodeUrlFilter
  WebAsyncManagerIntegrationFilter
  SecurityContextHolderFilter
  HeaderWriterFilter
  CorsFilter
  LogoutFilter
  JwtTokenFilter
  RequestCacheAwareFilter
  SecurityContextHolderAwareRequestFilter
  AnonymousAuthenticationFilter
  ExceptionTranslationFilter
  AuthorizationFilter
]


************************************************************


2023-10-23 09:35:31.697 [http-nio-8088-exec-1] INFO  Spring Security Debugger - 

************************************************************

Request received for OPTIONS '/api/v1/products?keyword=&category_id=0&page=0&limit=12':

org.apache.catalina.connector.RequestFacade@5692043f

servletPath:/api/v1/products
pathInfo:null
headers: 
host: localhost:8088
connection: keep-alive
accept: */*
access-control-request-method: GET
access-control-request-headers: authorization
origin: http://localhost:4300
user-agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36
sec-fetch-mode: cors
sec-fetch-site: same-site
sec-fetch-dest: empty
referer: http://localhost:4300/
accept-encoding: gzip, deflate, br
accept-language: en-US,en;q=0.9,vi-VN;q=0.8,vi;q=0.7,ru;q=0.6,lv;q=0.5


Security filter chain: [
  DisableEncodeUrlFilter
  WebAsyncManagerIntegrationFilter
  SecurityContextHolderFilter
  HeaderWriterFilter
  CorsFilter
  LogoutFilter
  JwtTokenFilter
  RequestCacheAwareFilter
  SecurityContextHolderAwareRequestFilter
  AnonymousAuthenticationFilter
  ExceptionTranslationFilter
  AuthorizationFilter
]


************************************************************


2023-10-23 09:35:31.702 [http-nio-8088-exec-1] DEBUG o.s.security.web.FilterChainProxy - Securing OPTIONS /api/v1/products?keyword=&category_id=0&page=0&limit=12
2023-10-23 09:35:31.702 [http-nio-8088-exec-2] DEBUG o.s.security.web.FilterChainProxy - Securing OPTIONS /api/v1/categories?page=1&limit=100
2023-10-23 09:35:31.724 [http-nio-8088-exec-3] INFO  Spring Security Debugger - 

************************************************************

Request received for GET '/api/v1/products?keyword=&category_id=0&page=0&limit=12':

org.apache.catalina.connector.RequestFacade@2913c5f4

servletPath:/api/v1/products
pathInfo:null
headers: 
host: localhost:8088
connection: keep-alive
sec-ch-ua: "Chromium";v="118", "Google Chrome";v="118", "Not=A?Brand";v="99"
accept: application/json, text/plain, */*
sec-ch-ua-mobile: ?0
authorization: Bearer eyJhbGciOiJIUzI1NiJ9.eyJwaG9uZU51bWJlciI6IjMzNDQ1NTY2Iiwic3ViIjoiMzM0NDU1NjYiLCJleHAiOjE2OTc2MzM0NDd9.VbjNmGjlWBVeKb_uB9K_U5mTy_Zr1HRFZHSOrB-C2I4
